datetime,tempmax,tempmin,temp,dew,winddir,sealevelpressure,cloudcover,visibility,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
28-03-2019,35.0,17.6,26.3,15.5,271.9,1012.0,10.9,3.2,116.4,259.32,55.47,60.18,81.85,34.47,1.75,25.3,48.44,6.48,44.65,245.0
29-03-2019,36.7,20.5,28.6,16.9,280.1,1008.9,12.6,3.5,113.02,256.47,62.67,60.4,89.35,40.53,1.79,19.96,46.51,6.68,53.09,273.0
30-03-2019,39.0,22.0,30.2,17.2,29.5,1007.8,26.9,3.2,102.79,237.92,38.68,53.75,64.31,41.4,1.5,22.98,51.49,5.2,37.1,252.0
31-03-2019,34.1,22.4,28.4,12.9,286.1,1008.9,27.1,3.7,59.28,177.31,15.14,38.42,35.27,32.06,0.95,19.35,48.72,2.47,16.9,198.0
01-04-2019,33.8,16.0,26.6,11.3,277.7,1009.1,0.0,3.7,59.07,169.91,11.3,38.55,32.02,27.21,0.88,20.41,54.95,2.37,13.17,151.0
02-04-2019,35.0,17.7,27.1,11.8,284.6,1009.7,4.8,3.9,90.16,211.47,29.38,55.76,57.47,29.3,1.19,24.84,54.67,3.97,25.67,194.0
03-04-2019,36.2,19.0,27.9,12.8,273.5,1008.7,12.8,3.7,85.17,205.01,30.83,54.91,58.01,30.85,1.32,22.02,51.06,4.01,29.48,208.0
04-04-2019,39.0,20.7,29.8,15.1,250.1,1009.3,9.4,3.6,120.25,269.47,53.23,63.62,81.06,37.04,1.81,29.62,60.25,6.32,40.78,259.0
05-04-2019,40.0,21.5,30.8,15.6,270.5,1008.2,10.7,3.4,126.04,280.76,61.96,64.7,90.76,41.23,1.97,29.21,57.0,6.37,41.15,284.0
06-04-2019,38.6,23.9,31.9,15.1,325.0,1006.9,22.7,3.6,97.07,302.33,29.62,48.72,53.28,37.35,1.33,23.63,50.84,4.66,29.79,268.0
07-04-2019,35.0,23.0,30.0,19.8,109.0,1006.1,40.2,2.5,153.12,351.85,31.7,44.64,52.96,52.01,1.49,21.86,53.16,5.68,26.38,314.0
08-04-2019,36.0,21.8,28.0,16.9,61.1,1007.2,29.7,2.8,81.93,279.4,24.07,45.87,47.31,41.0,1.07,15.41,51.32,2.78,22.39,283.0
09-04-2019,37.0,22.3,29.6,16.9,60.7,1006.8,13.3,3.5,88.01,223.7,33.85,53.88,60.44,38.26,1.43,22.51,57.86,4.76,30.78,240.0
10-04-2019,38.8,22.9,31.3,16.4,299.5,1008.0,4.4,3.5,102.23,246.99,55.11,56.82,80.11,40.97,1.78,21.23,50.86,5.89,36.53,263.0
11-04-2019,38.9,24.5,32.0,15.0,314.6,1007.8,18.1,4.0,70.53,203.72,29.03,47.54,53.99,34.96,1.23,21.86,48.59,3.25,31.68,196.0
12-04-2019,37.0,25.0,30.6,15.8,345.7,1008.4,26.2,3.8,61.83,216.58,19.27,40.09,40.63,34.06,1.13,19.77,51.94,2.74,27.51,200.0
13-04-2019,38.0,23.7,31.2,14.9,326.7,1008.9,4.7,3.9,56.23,175.82,15.35,37.89,35.19,33.66,1.06,21.15,45.3,2.33,24.79,174.0
14-04-2019,39.0,24.0,31.6,14.5,307.6,1008.8,7.1,4.1,51.89,168.21,15.19,36.61,34.28,29.84,1.04,20.95,41.86,1.99,20.14,149.0
15-04-2019,40.0,27.0,33.2,14.4,299.2,1006.7,21.4,3.9,54.9,186.96,29.69,41.92,50.81,29.21,1.31,22.4,42.3,2.73,23.68,161.0
16-04-2019,30.5,21.0,25.8,16.9,153.6,1010.2,75.7,2.8,59.46,186.28,17.1,35.01,35.08,30.98,1.13,12.78,47.49,2.55,17.18,204.0
17-04-2019,28.8,19.0,23.1,16.2,151.8,1011.0,64.0,2.7,22.38,62.24,9.73,26.84,23.56,26.7,0.93,11.36,45.44,1.14,9.48,101.0
18-04-2019,30.8,18.0,24.6,15.5,339.1,1012.0,27.1,3.7,39.1,91.54,15.97,39.07,35.02,26.28,1.04,15.42,50.12,2.24,16.04,104.0
19-04-2019,32.0,19.0,26.2,15.0,255.6,1009.6,14.5,3.6,71.63,154.67,26.94,47.56,49.15,29.85,1.25,21.66,45.45,3.11,21.12,151.0
20-04-2019,34.8,15.9,28.0,14.8,260.7,1007.0,18.1,3.5,90.26,192.05,30.3,55.28,56.28,29.35,1.43,26.52,55.67,3.77,20.11,199.0
21-04-2019,37.2,22.3,30.4,14.3,262.2,1005.2,11.5,3.4,94.9,217.4,44.24,58.95,69.32,31.53,1.67,22.52,50.13,4.41,29.0,225.0
22-04-2019,38.2,23.8,31.7,16.2,268.8,1005.3,7.5,3.1,110.03,254.68,48.31,61.72,74.42,36.99,1.89,29.98,56.24,5.86,35.41,245.0
23-04-2019,40.4,24.4,33.0,16.6,255.1,1006.0,11.1,3.5,104.33,275.61,56.94,63.45,83.46,38.2,1.93,26.29,53.24,6.18,45.43,257.0
24-04-2019,41.4,28.8,34.9,17.8,141.0,1007.0,26.2,3.3,86.21,261.82,12.55,51.58,39.67,37.64,1.43,19.67,61.45,3.73,24.06,232.0
25-04-2019,42.2,28.7,34.1,20.4,80.5,1006.9,32.6,2.7,86.67,273.79,9.48,39.89,30.31,40.86,1.32,18.08,65.26,3.35,22.9,249.0
26-04-2019,40.4,26.1,33.5,14.9,292.8,1006.7,10.0,3.1,82.68,243.43,30.38,50.69,52.86,32.2,1.35,26.49,47.45,4.56,34.12,222.0
27-04-2019,41.0,27.0,34.6,12.2,284.9,1005.9,0.0,3.6,73.43,300.25,15.19,39.8,34.4,28.15,1.07,21.88,52.16,2.94,22.38,245.0
28-04-2019,41.2,26.0,34.4,10.1,285.3,1004.8,0.0,3.1,77.01,285.15,17.66,40.9,35.31,25.63,1.08,19.86,54.0,2.53,24.94,265.0
29-04-2019,42.2,25.0,34.4,10.8,279.8,1004.1,0.0,3.2,84.58,274.24,33.17,52.04,53.91,27.82,1.33,23.31,50.32,4.04,31.13,255.0
30-04-2019,43.2,25.3,35.4,12.5,129.9,1001.2,21.4,3.1,96.32,283.28,32.91,59.32,57.61,31.91,1.66,26.19,57.54,4.88,32.33,257.0
01-05-2019,41.4,26.0,34.3,14.5,53.3,1000.4,27.1,2.9,112.34,323.81,35.18,63.15,58.94,36.73,1.62,27.71,65.95,4.93,29.8,284.0
02-05-2019,39.7,27.4,32.7,16.2,52.4,1002.5,52.4,2.9,78.23,281.13,20.46,43.19,36.46,36.44,1.2,18.33,65.33,3.22,23.79,274.0
03-05-2019,38.9,24.2,30.6,16.8,76.8,1004.9,44.3,3.6,51.96,149.6,25.52,49.82,43.92,32.34,1.1,17.88,64.36,2.63,20.49,200.0
04-05-2019,39.0,23.8,31.7,13.0,288.0,1006.7,15.5,3.5,77.91,195.1,38.81,59.78,54.6,30.39,1.3,17.23,46.34,3.01,23.06,182.0
05-05-2019,39.2,21.6,32.0,10.5,268.9,1007.0,7.1,3.3,101.37,245.06,39.94,55.16,57.99,22.41,1.52,19.29,52.97,2.52,20.25,231.0
06-05-2019,41.0,24.5,33.2,11.8,261.3,1004.3,0.0,3.0,118.61,293.78,62.99,70.81,84.3,31.51,1.93,23.49,55.91,5.16,36.38,267.0
07-05-2019,41.2,23.8,33.3,12.9,258.6,1002.9,10.1,2.6,128.99,377.46,79.63,69.77,103.77,35.25,1.99,22.64,40.32,5.55,40.03,309.0
08-05-2019,41.9,25.8,34.5,14.4,260.3,1003.0,11.5,2.8,143.53,413.2,77.12,60.85,100.34,35.57,2.0,26.01,47.34,6.66,50.14,386.0
09-05-2019,41.8,29.0,35.2,14.1,258.9,1002.2,5.7,2.9,137.17,413.41,34.13,51.13,57.35,30.33,1.51,23.61,50.71,4.95,34.37,387.0
10-05-2019,41.2,29.9,34.8,15.4,258.4,1003.0,31.0,3.1,95.28,318.11,16.0,38.05,34.62,25.68,1.03,17.4,52.66,3.12,21.51,331.0
11-05-2019,39.2,25.0,33.0,17.2,281.5,1005.4,29.5,2.8,102.0,289.1,14.21,42.02,35.69,30.12,1.15,21.74,62.02,3.25,24.15,265.0
12-05-2019,38.4,27.0,32.7,17.3,275.1,1005.3,32.2,2.2,178.27,452.35,12.49,40.68,33.4,29.53,1.22,19.56,57.85,2.81,16.68,348.0
13-05-2019,40.0,25.0,31.7,18.2,264.2,1003.8,31.0,2.2,169.72,350.52,19.85,50.88,44.98,36.48,1.5,33.95,67.84,4.55,23.44,373.0
14-05-2019,35.1,24.0,30.0,18.7,292.5,1005.0,32.8,3.3,58.47,124.53,11.9,37.53,30.36,33.9,1.04,13.52,54.85,2.12,19.45,216.0
15-05-2019,35.0,23.0,29.2,19.9,44.1,1006.2,44.3,2.8,84.76,191.01,31.89,57.75,59.46,43.8,1.53,21.27,41.85,5.09,33.65,193.0
16-05-2019,36.2,25.2,30.4,19.5,287.5,1006.9,40.7,3.5,75.9,216.2,26.79,50.99,51.51,44.72,1.39,15.61,46.97,4.18,30.24,192.0
17-05-2019,36.8,21.0,28.3,19.8,300.1,1006.4,49.1,3.0,92.88,313.75,33.84,45.67,54.56,41.4,1.31,13.42,46.42,3.88,31.7,255.0
18-05-2019,32.8,21.0,27.0,19.2,281.4,1006.9,32.2,3.2,42.54,99.68,11.87,33.79,29.15,39.74,1.04,11.01,45.46,2.45,19.15,166.0
19-05-2019,37.2,24.3,31.2,16.3,270.5,1006.9,4.0,3.0,81.96,162.61,17.04,45.8,40.46,35.4,1.24,17.57,59.34,3.38,20.19,167.0
20-05-2019,40.0,24.8,32.8,15.3,270.8,1007.2,15.2,3.3,93.64,218.19,34.09,56.55,61.22,35.13,1.36,20.05,53.31,4.44,26.97,216.0
21-05-2019,41.2,26.5,33.9,15.7,260.3,1005.7,40.7,3.2,77.62,193.54,20.21,47.58,44.25,32.12,1.23,20.37,55.06,3.74,21.91,206.0
22-05-2019,39.0,27.4,33.0,17.6,247.2,1004.2,49.7,3.3,64.43,199.89,32.04,51.8,57.11,32.83,1.52,17.04,38.34,4.26,26.58,166.0
23-05-2019,40.1,25.6,32.1,18.8,279.6,1003.2,56.8,2.8,92.3,228.69,36.6,52.71,60.95,36.98,1.51,21.97,55.29,5.65,33.85,228.0
24-05-2019,33.0,25.3,29.4,20.5,339.9,1005.2,39.6,3.5,44.02,117.97,20.82,40.33,40.59,45.86,1.23,12.04,31.11,3.54,30.14,150.0
25-05-2019,37.0,26.0,31.5,17.2,290.4,1004.7,2.1,3.9,43.85,117.76,11.83,34.52,29.66,33.81,1.01,13.21,51.47,2.71,17.92,124.0
26-05-2019,39.2,24.5,33.0,14.0,285.5,1003.1,0.0,3.9,55.3,136.49,13.32,41.51,34.89,27.2,1.07,18.18,59.94,2.58,22.4,135.0
27-05-2019,42.2,26.4,34.9,12.1,286.9,1002.8,12.2,3.7,64.97,172.21,26.16,53.92,53.14,28.45,1.31,19.07,53.59,3.51,28.95,162.0
28-05-2019,42.3,24.5,35.1,9.4,278.1,1002.5,0.0,3.9,66.09,182.97,37.41,61.45,66.06,29.84,1.33,20.68,54.43,4.55,29.16,175.0
29-05-2019,43.2,26.3,36.1,12.8,272.1,1000.8,0.0,4.0,74.15,201.4,34.62,65.84,68.16,29.53,1.47,23.73,57.99,5.0,33.57,191.0
30-05-2019,45.0,28.6,37.3,12.8,272.7,999.4,7.8,3.5,85.59,246.06,69.58,71.8,97.8,33.5,1.76,22.23,49.58,7.97,50.09,226.0
31-05-2019,45.2,29.6,37.2,13.1,269.8,999.6,14.2,3.4,89.17,332.48,44.18,56.83,69.0,34.26,1.49,19.94,58.49,4.9,30.75,263.0
01-06-2019,43.2,29.5,37.3,18.3,62.7,999.7,10.5,3.6,95.51,288.44,45.28,57.24,69.74,40.73,1.58,21.87,64.56,5.91,33.16,287.0
02-06-2019,42.4,32.0,36.8,22.6,88.4,999.7,14.4,3.2,73.39,218.93,10.15,32.22,26.31,48.12,1.08,14.3,60.84,2.54,13.0,221.0
03-06-2019,40.8,30.9,35.4,22.1,106.8,1000.5,2.6,3.0,67.32,299.77,11.7,30.33,26.82,43.32,1.04,12.74,60.03,1.88,7.91,229.0
04-06-2019,41.0,29.9,35.5,21.5,90.1,1000.9,30.8,3.2,55.15,171.19,14.93,36.0,32.65,34.34,1.15,13.82,65.82,2.29,15.97,208.0
05-06-2019,43.0,31.0,36.9,20.8,83.4,1000.4,34.8,3.5,73.71,208.5,14.43,42.68,36.36,35.7,1.3,16.08,59.78,3.3,19.37,189.0
06-06-2019,44.0,30.3,36.7,17.6,348.5,1000.7,42.0,3.6,71.12,236.29,20.85,44.85,42.88,35.27,1.14,16.37,61.04,2.96,23.01,208.0
07-06-2019,40.2,27.3,34.0,20.4,78.7,1003.6,8.1,3.8,54.91,152.37,14.19,35.32,32.74,32.37,1.13,14.62,74.12,2.39,17.69,192.0
08-06-2019,43.0,29.7,36.9,19.0,293.5,1001.9,3.9,3.3,70.24,188.71,23.42,51.0,50.16,38.84,1.5,13.59,63.64,3.14,23.99,184.0
09-06-2019,45.0,28.9,37.2,16.6,6.2,999.3,3.2,3.2,101.19,264.68,57.24,62.84,85.14,35.74,1.88,22.04,69.14,6.06,39.17,237.0
10-06-2019,47.0,29.4,39.0,13.9,286.9,996.7,0.3,3.5,75.01,232.56,47.15,61.53,76.01,36.64,1.64,15.28,55.95,4.61,33.96,230.0
11-06-2019,45.0,33.6,38.7,14.6,279.8,996.7,36.9,2.6,119.44,483.07,44.64,49.86,65.68,32.16,1.43,13.62,39.96,3.6,29.43,309.0
12-06-2019,41.2,30.2,35.6,18.9,95.9,999.2,37.9,2.7,60.36,239.72,16.55,30.46,30.61,34.98,0.94,11.67,62.12,2.09,14.01,276.0
13-06-2019,41.4,30.0,36.0,19.9,230.4,999.8,39.8,3.4,53.01,189.61,13.33,34.53,31.46,30.0,1.05,11.94,52.93,2.07,16.74,187.0
14-06-2019,43.4,30.8,36.8,14.9,262.1,998.7,12.3,3.7,53.97,187.53,18.67,37.07,37.54,23.77,1.1,13.06,59.31,2.44,20.64,166.0
15-06-2019,43.2,29.5,37.1,14.2,264.6,998.1,32.3,3.4,82.17,273.73,26.39,47.15,49.69,23.84,1.22,17.76,57.41,3.9,25.9,216.0
16-06-2019,36.0,28.0,31.5,20.5,260.7,1000.6,58.9,3.0,42.38,159.92,11.58,20.56,21.83,24.86,0.82,9.66,46.81,1.13,11.88,202.0
17-06-2019,32.6,26.3,30.4,19.4,256.9,1000.1,67.3,3.5,40.4,136.29,13.34,27.51,26.75,26.8,0.91,11.24,40.56,1.84,14.53,124.0
18-06-2019,35.0,22.0,27.8,19.2,311.1,1001.7,54.4,3.5,30.59,85.02,15.97,32.32,31.79,25.6,1.05,8.05,48.99,2.04,21.82,119.0
19-06-2019,37.0,26.0,31.1,20.7,113.0,1000.7,44.7,3.3,80.28,222.86,17.37,37.14,36.51,35.53,1.13,12.77,61.02,3.1,22.93,173.0
20-06-2019,39.0,25.0,32.2,20.6,84.1,1001.7,19.5,3.8,43.07,130.97,10.57,31.19,26.95,29.5,0.94,9.8,68.57,1.85,12.1,174.0
21-06-2019,39.2,29.2,34.2,22.1,288.6,1001.7,42.9,3.5,71.46,187.68,13.56,44.78,37.67,32.14,1.23,12.28,59.68,3.2,22.99,177.0
22-06-2019,40.2,28.2,35.0,20.7,3.1,1000.9,5.3,3.8,68.34,177.46,12.77,44.12,37.1,32.1,1.14,15.16,69.18,3.15,22.7,185.0
23-06-2019,40.1,29.0,34.7,23.4,93.4,1001.2,19.6,3.9,42.22,125.85,6.64,23.02,19.84,31.36,0.97,10.15,57.33,1.63,9.34,152.0
24-06-2019,35.2,28.0,31.1,24.1,78.1,1003.2,61.7,3.5,26.46,85.51,9.51,25.93,22.57,28.84,0.92,10.81,37.78,1.57,10.6,117.0
25-06-2019,38.8,28.9,33.3,24.2,79.0,1002.2,54.7,3.3,53.79,119.83,11.18,32.24,29.27,28.87,1.08,12.01,54.02,2.77,19.35,131.0
26-06-2019,41.2,30.8,35.9,23.0,286.4,999.5,30.9,3.3,67.6,155.88,15.67,37.39,34.44,30.64,1.17,13.03,46.26,2.82,20.96,161.0
27-06-2019,39.0,30.1,35.0,21.4,280.5,997.6,26.3,3.1,65.6,230.39,17.87,39.94,38.24,29.35,1.17,13.62,46.84,2.9,21.93,168.0
28-06-2019,41.4,28.6,35.2,20.4,272.7,996.6,33.1,3.4,61.37,238.12,19.71,38.37,37.84,27.53,1.03,14.59,38.39,3.09,19.87,205.0
29-06-2019,42.2,31.3,37.4,19.7,267.5,995.7,31.2,3.3,58.61,270.1,16.84,34.56,35.19,23.72,0.94,12.12,37.99,2.54,19.46,219.0
30-06-2019,42.3,32.1,37.5,20.7,295.0,996.0,47.1,3.2,65.69,270.14,22.46,33.03,39.12,25.87,1.06,12.96,44.4,2.84,21.43,230.0
01-07-2019,41.2,31.6,36.2,21.2,279.4,997.4,23.8,3.3,57.72,189.73,10.44,31.09,27.68,26.07,0.96,12.33,58.0,2.06,16.61,195.0
02-07-2019,41.0,31.3,35.4,22.8,12.9,998.5,31.7,2.8,72.09,233.49,7.78,28.13,23.43,27.24,1.01,12.13,64.82,2.18,17.76,201.0
03-07-2019,38.5,30.7,34.8,23.9,96.2,999.2,46.0,3.4,40.22,113.88,7.3,26.57,21.33,33.05,1.0,9.83,42.31,1.77,8.98,161.0
04-07-2019,37.0,27.0,31.7,25.0,134.0,998.2,64.4,2.9,37.04,88.53,12.82,29.23,27.0,28.65,1.14,9.81,28.2,2.4,20.84,110.0
05-07-2019,34.0,28.0,29.8,25.6,133.7,996.5,68.3,2.3,48.56,100.0,18.04,34.77,34.24,37.63,1.21,11.1,22.68,3.05,23.48,113.0
06-07-2019,36.5,27.5,31.9,25.1,109.8,995.1,52.5,2.8,34.2,87.28,12.04,29.91,26.12,36.77,1.02,10.23,33.71,2.01,14.93,99.0
07-07-2019,35.8,28.4,31.8,25.1,248.8,995.9,48.1,3.1,38.86,92.03,11.02,28.87,25.63,32.3,1.1,10.71,38.66,2.06,13.0,100.0
08-07-2019,36.0,29.0,32.7,25.5,175.2,996.1,61.2,2.9,49.36,149.13,12.56,32.85,28.57,33.43,1.16,10.68,35.11,2.32,15.03,128.0
09-07-2019,34.0,29.0,31.2,25.1,196.6,996.0,68.5,2.8,42.83,128.78,11.93,30.38,26.68,32.19,1.13,9.52,25.75,2.03,17.97,130.0
10-07-2019,37.2,29.1,33.6,25.2,231.6,995.0,62.3,2.7,69.73,277.46,13.97,31.36,29.11,33.73,1.05,10.46,28.65,2.35,15.86,149.0
11-07-2019,39.0,32.0,35.1,24.0,245.5,995.4,50.2,2.7,77.71,350.69,15.0,29.87,29.36,32.06,0.98,9.69,29.84,2.14,20.28,295.0
12-07-2019,38.1,31.5,34.7,24.2,243.6,997.8,63.1,2.6,76.94,361.05,14.0,26.97,27.19,33.13,1.05,8.97,28.38,2.0,17.51,290.0
13-07-2019,39.2,32.0,35.2,23.5,251.5,998.4,48.3,2.9,63.72,293.78,11.09,23.13,22.98,28.61,0.98,9.14,30.81,1.9,18.12,306.0
14-07-2019,37.4,30.8,34.0,23.9,254.3,997.4,58.2,2.8,63.57,280.44,11.36,25.1,24.71,26.67,0.96,9.89,32.77,1.55,13.64,239.0
15-07-2019,34.4,23.8,28.7,24.1,69.2,997.4,69.2,2.8,42.35,138.22,11.57,27.17,26.07,25.07,1.11,10.44,27.23,1.9,17.69,178.0
16-07-2019,36.0,25.7,28.8,24.5,70.7,1000.7,70.0,3.3,31.65,79.82,8.59,27.54,23.74,26.39,1.06,9.69,30.05,1.91,19.39,117.0
17-07-2019,31.8,24.0,27.5,24.5,334.7,1001.8,67.9,2.9,32.11,68.33,11.08,28.44,26.68,25.91,1.05,8.92,31.48,2.2,21.58,92.0
18-07-2019,30.0,23.0,26.9,24.3,205.9,1001.8,69.1,2.8,33.1,78.11,19.36,37.14,37.88,26.54,1.24,8.96,30.75,2.24,20.68,97.0
19-07-2019,36.0,26.2,31.0,24.7,82.3,1001.5,44.9,3.2,63.07,158.49,29.13,40.79,49.35,30.83,1.41,10.06,49.9,3.24,29.91,142.0
20-07-2019,35.7,26.0,30.1,26.0,84.3,1002.4,64.6,2.8,46.44,118.08,14.59,37.1,34.22,34.1,1.15,8.65,29.1,2.4,23.59,137.0
21-07-2019,36.2,25.8,29.8,26.2,101.6,1001.9,53.5,2.8,50.62,105.7,23.14,33.89,40.01,37.02,1.4,8.9,32.04,2.63,25.82,122.0
22-07-2019,35.8,27.2,30.7,27.0,71.0,1000.7,52.7,2.6,60.24,120.01,31.57,33.03,45.91,43.72,1.56,9.05,34.79,2.97,28.13,124.0
23-07-2019,37.2,29.4,33.3,26.9,86.1,999.3,50.1,2.9,72.79,154.42,26.12,39.89,46.01,45.51,1.62,9.1,40.16,2.89,30.58,156.0
24-07-2019,38.2,27.9,32.7,26.7,196.7,997.9,64.1,2.8,63.38,156.85,22.05,40.29,42.88,44.36,1.41,8.93,33.1,2.43,24.96,165.0
25-07-2019,29.8,27.0,28.3,25.2,199.2,1000.0,68.0,2.8,23.03,63.79,16.78,33.52,33.55,37.17,0.95,8.89,22.78,1.73,15.49,97.0
26-07-2019,31.6,26.8,28.1,25.9,86.9,998.1,74.5,2.5,30.65,60.77,13.26,31.61,29.95,36.06,0.99,9.02,27.72,2.13,20.61,94.0
27-07-2019,31.8,26.0,28.1,26.3,80.5,997.9,75.0,2.3,26.15,44.83,11.98,25.34,25.46,30.26,1.01,8.74,29.54,2.02,19.24,84.0
28-07-2019,33.7,26.8,29.3,26.3,88.2,999.7,61.9,3.0,21.15,45.94,9.12,21.89,21.22,28.65,0.9,8.49,30.62,1.32,11.94,83.0
29-07-2019,35.6,28.0,30.9,26.3,83.5,1001.2,49.2,3.5,24.55,63.72,10.8,25.11,24.31,31.27,0.93,9.06,29.78,1.55,14.11,82.0
30-07-2019,34.6,28.0,30.7,25.9,81.7,1001.0,58.9,3.7,30.2,82.32,10.37,26.92,25.19,33.49,0.98,9.45,27.42,2.04,18.25,90.0
31-07-2019,33.9,28.0,30.8,26.1,97.1,1000.0,77.7,3.2,30.26,76.22,10.23,26.45,24.98,33.79,0.94,8.88,31.25,1.66,17.14,90.0
01-08-2019,35.9,28.8,31.9,26.3,96.8,999.6,60.2,3.3,34.4,85.41,10.07,28.4,26.51,33.55,0.95,8.9,32.51,1.92,16.39,98.0
02-08-2019,34.6,28.0,30.1,26.2,88.1,998.8,55.1,2.7,35.16,83.86,11.86,30.96,29.14,32.66,1.04,8.56,29.29,2.12,23.16,95.0
03-08-2019,32.4,28.0,29.2,26.4,78.7,998.8,72.7,2.4,38.48,80.3,16.87,31.0,33.32,35.33,1.08,9.55,27.74,2.6,25.99,104.0
04-08-2019,35.2,27.9,30.0,27.2,91.8,997.7,60.6,2.4,46.49,88.25,17.79,30.9,34.32,34.25,1.14,10.12,27.25,2.13,21.23,101.0
05-08-2019,36.4,28.0,30.9,27.4,137.5,996.1,57.1,2.2,51.84,104.19,20.62,34.64,38.54,37.17,1.24,9.46,28.66,2.21,22.03,107.0
06-08-2019,30.0,24.4,27.8,26.8,89.0,996.6,72.2,2.4,30.1,57.45,19.57,34.68,37.25,42.32,1.13,8.26,22.91,2.56,21.95,98.0
07-08-2019,33.8,26.8,30.0,26.4,77.6,996.4,63.1,2.6,32.38,73.33,22.98,31.82,38.88,33.65,1.24,9.86,29.87,3.08,26.4,104.0
08-08-2019,37.5,28.0,32.1,26.6,80.3,995.9,54.8,3.7,27.7,79.36,15.06,28.9,30.82,30.9,1.02,10.7,30.92,2.31,18.91,98.0
09-08-2019,33.7,29.0,31.1,25.4,80.8,998.1,58.1,3.9,14.65,61.06,9.54,22.08,21.86,28.01,0.87,9.35,26.17,1.64,13.28,88.0
10-08-2019,33.6,27.0,30.2,26.0,91.1,998.9,62.2,3.3,16.84,47.73,9.02,22.06,21.47,24.4,0.88,8.53,25.43,1.15,8.92,74.0
11-08-2019,36.0,27.0,31.8,25.9,148.0,1000.2,46.4,3.4,25.7,66.91,11.45,25.93,25.93,25.93,0.97,8.69,26.21,1.13,11.93,82.0
12-08-2019,35.0,28.0,30.6,26.9,244.8,1000.4,65.2,3.2,20.71,51.79,13.19,26.18,27.51,24.89,1.04,8.13,21.46,1.6,14.37,79.0
13-08-2019,35.0,27.0,29.7,26.7,265.3,1000.8,62.2,3.1,21.75,56.01,17.85,27.12,32.07,29.25,1.12,8.36,20.73,1.8,16.93,84.0
14-08-2019,33.8,26.0,29.4,27.0,214.5,1001.9,70.9,2.3,33.21,58.62,16.96,31.9,33.85,29.08,1.21,8.5,31.43,1.96,20.07,92.0
15-08-2019,34.4,25.3,30.4,26.6,70.7,1001.5,68.3,3.1,28.68,56.28,18.56,25.03,32.56,31.29,1.05,8.51,23.58,1.51,15.05,93.0
16-08-2019,31.8,27.0,29.0,25.8,80.0,999.8,70.1,3.1,15.43,36.99,13.71,21.51,26.32,27.58,0.87,8.61,23.59,1.11,8.81,73.0
17-08-2019,28.0,26.0,26.9,25.7,104.1,999.2,82.8,2.6,10.34,19.38,14.08,19.1,24.77,25.82,0.81,7.63,16.51,1.15,8.73,66.0
18-08-2019,29.7,25.9,27.3,25.6,235.4,1002.9,76.3,2.6,15.57,30.62,17.56,20.93,25.39,23.25,0.98,8.53,18.03,1.47,15.75,64.0
19-08-2019,33.8,25.8,29.9,24.9,275.2,1005.0,52.3,2.9,38.49,86.03,26.99,28.59,38.82,25.62,1.32,8.61,28.06,2.82,26.0,97.0
20-08-2019,34.8,28.0,30.6,25.4,287.4,1004.3,53.6,2.8,41.76,95.79,19.92,26.86,31.87,33.03,1.24,8.05,28.41,2.48,21.25,102.0
21-08-2019,35.8,27.0,31.2,25.3,275.3,1002.8,44.3,2.9,46.66,128.91,15.16,32.68,32.26,34.19,1.14,7.83,31.18,2.41,21.47,106.0
22-08-2019,34.3,26.8,29.5,24.4,236.3,1003.3,57.1,2.8,44.28,130.59,23.36,42.21,44.39,34.28,1.22,8.47,25.95,3.18,27.18,124.0
23-08-2019,35.8,27.0,31.0,24.7,282.3,1003.0,47.2,2.9,50.35,142.54,37.04,40.32,54.52,36.4,1.32,8.32,28.57,3.35,29.95,130.0
24-08-2019,33.0,27.9,30.4,25.8,89.8,1003.2,58.1,2.5,60.55,149.78,41.65,41.76,59.19,41.36,1.47,8.74,28.17,3.78,34.04,148.0
25-08-2019,33.5,26.0,28.4,25.3,81.5,1003.8,71.8,2.4,33.36,67.58,11.09,31.71,27.89,34.91,0.92,8.23,24.22,2.07,17.04,107.0
26-08-2019,34.7,26.0,30.5,25.3,79.5,1003.5,60.6,3.2,24.98,68.66,15.89,31.6,31.88,29.89,0.99,8.55,24.07,2.31,21.82,76.0
27-08-2019,35.9,28.0,32.0,25.5,78.9,1002.4,47.7,3.4,40.87,107.35,21.99,34.48,39.32,31.99,1.17,10.05,36.98,2.9,28.38,114.0
28-08-2019,37.6,28.0,32.6,25.8,91.6,1003.4,38.2,3.6,42.1,102.15,19.01,34.62,37.1,34.95,1.08,9.69,34.34,2.6,22.13,118.0
29-08-2019,37.5,29.0,32.3,25.8,110.7,1004.5,44.7,3.4,33.91,89.83,11.52,30.6,27.72,32.6,0.93,8.19,30.97,1.92,14.94,102.0
30-08-2019,35.8,28.0,31.9,25.8,144.6,1002.0,57.3,3.1,43.49,104.59,12.89,32.44,30.15,33.69,1.02,9.38,39.25,1.95,16.5,110.0
31-08-2019,35.8,30.0,32.3,25.9,197.9,999.9,53.3,2.9,56.92,122.95,18.34,40.79,40.39,38.62,1.42,9.11,33.71,2.71,24.16,123.0
01-09-2019,32.8,27.0,29.9,25.7,88.2,1002.2,60.0,3.0,34.9,81.46,12.03,32.08,29.57,41.15,1.11,8.34,31.24,2.02,17.92,123.0
